code	has_two	has_four	two_count	four_count	two_top_rank	four_top_rank	two_words	four_words
jbgo	1	0	2	0	15787		巾帼 进过	
thic	1	0	1	0	15789		唐朝	
rofw	1	0	1	0	15790		若非	
jpmf	1	0	2	0	15791		解闷 姐们	
mitr	1	0	1	0	15792		谜团	
tsda	1	0	2	0	15794		痛打 通达	
xmyh	1	0	2	0	15795		咸阳 显扬	
isii	1	0	1	0	15796		充斥	
jihf	1	0	3	0	15797		记恨 嫉恨 忌恨	
cuxn	1	0	1	0	15799		促销	
csvg	1	0	1	0	15803		从政	
dzbi	1	0	2	0	15805		逗比 都比	
gala	1	0	1	0	15806		旮旯	
lrzi	1	0	2	0	15807		乱子 卵子	
ldve	1	0	2	0	15808		来者 来着	
xilm	1	0	2	0	15809		洗脸 洗练	
vjdr	1	0	2	0	15811		斩断 战端	
fjxq	1	0	2	0	15812		翻修 返修	
lpqi	1	0	1	0	15814		猎奇	
uemm	1	0	1	0	15815		赦免	
ujhd	1	0	1	0	15816		山海	
fjlm	1	0	1	0	15818		翻脸	
qbkz	1	0	1	0	15820		亲口	
tmbn	1	0	1	0	15821		填表	
xrgx	1	0	1	0	15823		悬挂	
bfwf	1	0	1	0	15824		本文	
qrvf	1	1	2	1	15825	12949	全镇 全真	齐人之福
klqu	1	1	1	1	15826	13515	矿区	伉俪情深
mcmk	1	0	2	0	15827		茂名 冒名	
yctn	1	0	1	0	15828		窈窕	
drmk	1	0	1	0	15829		短命	
ugbo	1	0	1	0	15830		声波	
togv	1	0	1	0	15832		脱轨	
krxb	1	0	1	0	15834		宽心	
njkd	1	0	1	0	15835		南开	
drpc	1	0	1	0	15836		短跑	
lljq	1	0	1	0	15837		良久	
zoln	1	0	2	0	15838		佐料 作料	
jqls	1	0	1	0	15839		九龙	
uiku	1	0	1	0	15841		石窟	
mmfu	1	0	1	0	15842		棉服	
qrdh	1	0	2	0	15843		全党 权当	
bini	1	0	1	0	15844		比拟	
tjpd	1	0	2	0	15845		摊牌 摊派	
hozh	1	0	1	0	15846		火葬	
gyds	1	0	1	0	15848		滚动	
lbff	1	0	1	0	15850		临汾	
ffmo	1	0	2	0	15851		粉末 粉墨	
jlyi	1	0	1	0	15852		讲义	
uagl	1	0	1	0	15853		杀光	
ihfh	1	0	2	0	15854		厂房 厂方	
vxya	1	0	1	0	15855		爪牙	
xmnd	1	0	1	0	15856		鲜奶	
molm	1	0	3	0	15857		磨炼 磨练 抹脸	
eemw	1	0	3	0	15858		峨眉 蛾眉 峨嵋	
uvlk	1	0	1	0	15861		水灵	
cjva	1	0	1	0	15865		残渣	
qrpn	1	0	1	0	15866		全票	
iilo	1	0	1	0	15867		赤裸	
xbzi	1	0	2	0	15868		薪资 信子	
vuxk	1	0	4	0	15869		助兴 铸型 逐行 株型	
bnhj	1	0	1	0	15871		彪悍	
bjwu	1	0	2	0	15872		伴舞 班务	
bwjx	1	1	1	1	15873	14651	倍加	不畏艰险
vuil	1	1	1	1	15874	11018	主创	装傻充愣
ggvs	1	0	1	0	15875		耕种	
lpyk	1	0	1	0	15877		猎鹰	
nqlh	1	0	1	0	15878		牛郎	
yhtm	1	0	2	0	15879		仰天 秧田	
ucdd	1	0	1	0	15880		捎带	
fjli	1	0	4	0	15881		范例 反例 返利 饭粒	
lkks	1	0	2	0	15883		凌空 领空	
gchj	1	0	2	0	15885		高喊 高寒	
sjjy	1	0	1	0	15886		三军	
xkho	1	0	2	0	15887		星火 行货	
gsvl	1	0	3	0	15888		工装 供状 宫装	
ledr	1	0	1	0	15889		了断	
dhyt	1	0	1	0	15890		当月	
pfdi	1	0	1	0	15892		盆地	
lksj	1	0	1	0	15893		零散	
uukj	1	1	1	1	15894	9186	书刊	伸手可及
fhuf	1	0	1	0	15899		防身	
ghqn	1	0	1	0	15900		刚巧	
pjfa	1	0	2	0	15902		判罚 盘发	
suyr	1	0	4	0	15903		夙愿 溯源 宿愿 宿怨	
dhfu	1	0	1	0	15904		荡妇	
gslv	1	0	1	0	15905		功率	
juci	1	0	1	0	15907		据此	
pkyc	1	0	1	0	15909		平遥	
pwkr	1	0	1	0	15910		赔款	
wurf	1	1	2	1	15912	2690	无人 误认	物是人非
duxn	1	0	1	0	15913		毒枭	
uguv	1	0	1	0	15914		圣水	
lblp	1	0	1	0	15915		凛冽	
cdhv	1	0	3	0	15916		彩绘 才会 财会	
bcya	1	0	2	0	15917		龅牙 暴牙	
tnys	1	0	1	0	15918		调用	
qpmj	1	0	1	0	15920		且慢	
lupd	1	0	1	0	15921		路牌	
xiuj	1	0	1	0	15922		西山	
vupi	1	0	1	0	15923		猪皮	
hddj	1	0	1	0	15924		海胆	
njlj	1	0	1	0	15925		男篮	
muij	1	0	1	0	15926		亩产	
yclk	1	0	2	0	15927		要领 摇铃	
ksic	1	0	1	0	15928		空巢	
ffuc	1	0	1	0	15930		焚烧	
jivf	1	0	2	0	15931		急诊 集镇	
lkli	1	0	2	0	15932		伶俐 凌厉	
qigj	1	0	2	0	15934		旗杆 岂敢	
tzgu	1	0	2	0	15937		头骨 透骨	
goih	1	0	2	0	15938		过场 过长	
qqri	1	0	1	0	15939		秋日	
qule	1	0	1	0	15940		取乐	
glui	1	0	1	0	15941		光是	
ukuz	1	0	1	0	15942		甩手	
vibm	1	0	2	0	15944		质变 支边	
mfqi	1	0	1	0	15945		闷气	
jink	1	0	2	0	15946		济宁 集宁	
jnxp	1	0	2	0	15950		缴械 胶鞋	
dckz	1	0	3	0	15952		刀口 倒扣 道口	
lysh	1	0	2	0	15953		沦丧 伦桑	
dsyk	1	0	2	0	15954		东营 东瀛	
jrzs	1	0	1	0	15956		卷宗	
fwzi	1	0	2	0	15959		妃子 痱子	
tujp	1	0	1	0	15960		图解	
zitp	1	0	1	0	15962		字帖	
pwlm	1	0	1	0	15963		陪练	
iugr	1	0	2	0	15964		出关 储罐	
wdlq	1	0	1	0	15965		外流	
ybjm	1	0	3	0	15966		引荐 阴间 引见	
tjgs	1	0	1	0	15967		弹弓	
vhhc	1	0	1	0	15968		账号	
jijm	1	0	12	0	15969		击剑 击键 几件 纪检 基建 极简 肌腱 机件 鸡奸 急件 己见 寄件	
bojk	1	0	1	0	15970		脖颈	
pdwd	1	0	1	0	15972		排外	
dkyu	1	0	2	0	15973		定于 定语	
mole	1	0	1	0	15975		末了	
ykbm	1	0	1	0	15976		应变	
yzbk	1	0	2	0	15977		油饼 有病	
jqbk	1	0	3	0	15978		救兵 久病 旧病	
sida	1	0	2	0	15979		四大 厮打	
jnvg	1	0	1	0	15980		矫正	
fjtr	1	0	1	0	15981		饭团	
lhjy	1	1	1	1	15983	16020	郎君	灵活就业
xljx	1	0	2	0	15984		相加 想家	
jqvh	1	0	1	0	15985		旧账	
hguu	1	0	1	0	15987		横竖	
pwgw	1	0	1	0	15988		配给	
bmkl	1	0	1	0	15989		边框	
qqqk	1	0	1	0	15991		求情	
erld	1	0	2	0	15992		二来 而来	
bixq	1	0	1	0	15993		必修	
yzyr	1	0	4	0	15994		有缘 幽怨 游园 悠远	
mffh	1	0	1	0	15995		门房	
jicy	1	0	2	0	15996		寄存 积存	
mkqu	1	0	1	0	15998		名曲	
yrpj	1	0	2	0	16000		圆盘 原判	
jppk	1	0	1	0	16001		截屏	
mmiu	1	0	1	0	16002		免除	
uobd	1	0	1	0	16003		说白	
jkmn	1	0	1	0	16005		精妙	
whyi	1	1	2	1	16007	17215	网易 妄议	文化遗产
yjdu	1	0	2	0	16008		研读 盐度	
dmnm	1	0	1	0	16009		惦念	
iayj	1	1	1	1	16010	10259	查验	宠爱有加
ycds	1	0	2	0	16011		摇动 窑洞	
heze	1	0	2	0	16012		菏泽 呵责	
zjhr	1	0	1	0	16013		暂缓	
bolh	1	0	1	0	16014		波浪	
bcxt	1	0	2	0	16016		暴雪 饱学	
lilb	1	0	1	0	16017		莅临	
jsjk	1	0	1	0	16018		窘境	
anyk	1	0	2	0	16019		暗影 安营	
zifg	1	0	1	0	16020		自封	
yyli	1	1	1	1	16022	3151	运力	源远流长
mmph	1	0	1	0	16023		面庞	
dafo	1	0	1	0	16024		大佛	
taqk	1	0	1	0	16025		踏青	
fapw	1	0	1	0	16026		发配	
heci	1	0	2	0	16027		贺词 核磁	
tvto	1	0	2	0	16028		推脱 推托	
tzji	1	0	2	0	16029		投机 投寄	
lixb	1	0	2	0	16030		离心 立新	
ycwf	1	0	1	0	16031		要闻	
hoyc	1	0	1	0	16032		火药	
vhig	1	0	1	0	16033		章程	
hznm	1	0	2	0	16034		后年 猴年	
dkgc	1	0	1	0	16035		定稿	
uvql	1	0	1	0	16036		水枪	
drwf	1	0	1	0	16038		短文	
gygy	1	0	1	0	16039		滚滚	
qqyi	1	0	5	0	16040		秋衣 求医 球衣 秋意 球艺	
vutd	1	0	1	0	16042		烛台	
jmxk	1	0	5	0	16043		建行 碱性 践行 减刑 饯行	
xnvg	1	0	1	0	16044		校正	
uimo	1	0	2	0	16045		石墨 始末	
ijlm	1	0	1	0	16046		蝉联	
fjqi	1	0	1	0	16047		泛起	
yizu	1	0	2	0	16048		彝族 异族	
lwlk	1	0	1	0	16051		勒令	
nkde	1	0	1	0	16052		宁德	
llzd	1	0	1	0	16054		靓仔	
xtji	1	0	1	0	16055		学籍	
cvmm	1	0	1	0	16057		催眠	
pbpj	1	0	1	0	16059		拼盘	
khxi	1	0	2	0	16061		康熙 炕席	
dsuj	1	1	1	1	16062	39	东山	第三世界
simi	1	0	1	0	16064		私密	
heys	1	0	2	0	16065		合用 何用	
hcvd	1	0	1	0	16066		豪宅	
jmdm	1	0	2	0	16067		检点 肩垫	
guuf	1	0	2	0	16068		孤身 股神	
xkyu	1	0	1	0	16069		性欲	
tmxb	1	0	2	0	16070		甜心 天心	
voqm	1	0	1	0	16071		桌前	
ffhf	1	0	2	0	16072		愤恨 忿恨	
reli	1	0	1	0	16073		热力	
dabh	1	0	2	0	16074		大棒 打榜	
nsxk	1	0	2	0	16076		农行 弄醒	
hsli	1	0	1	0	16077		红利	
milw	1	0	2	0	16078		米勒 弥勒	
yzgl	1	1	2	1	16079	17768	油光 游逛	以资鼓励
xpbf	1	0	2	0	16080		血本 写本	
djmo	1	0	1	0	16081		淡漠	
xiqm	1	0	1	0	16082		洗钱	
bivc	1	0	1	0	16083		比照	
tjan	1	0	1	0	16084		探案	
wfyu	1	0	1	0	16085		文娱	
icdj	1	0	1	0	16086		炒蛋	
loyi	1	0	2	0	16087		罗伊 络绎	
yedm	1	1	1	1	16088	17525	夜店	以耳代目
ueyj	1	0	1	0	16089		设宴	
ykxb	1	0	1	0	16090		迎新	
uuxx	1	1	2	2	16092	417	属下 树下	上上下下 说说笑笑
uoci	1	0	2	0	16093		说辞 说词	
bjtu	1	0	2	0	16095		版图 半途	
tipo	1	0	1	0	16096		体魄	
dvnw	1	0	1	0	16097		对内	
lcig	1	0	2	0	16098		老成 老城	
pufa	1	0	2	0	16099		普法 浦发	
farf	1	0	2	0	16100		法人 发轫	
cuye	1	0	1	0	16102		粗野	
vfln	1	0	1	0	16103		诊疗	
bpmk	1	0	1	0	16104		别名	
ponl	1	0	1	0	16106		婆娘	
dsya	1	0	1	0	16107		东亚	
ytji	1	0	2	0	16108		月季 越级	
jmfa	1	0	3	0	16109		减法 剑法 剪发	
ihvi	1	0	2	0	16110		长治 厂址	
bhgl	1	0	1	0	16111		膀胱	
qrjn	1	0	2	0	16112		拳脚 全角	
fftj	1	0	1	0	16114		分摊	
cddg	1	0	1	0	16117		彩灯	
mklp	1	0	1	0	16118		名列	
kady	1	0	1	0	16119		卡顿	
tjhu	1	0	1	0	16120		袒护	
tijx	1	0	2	0	16121		提价 梯架	
vjrj	1	0	2	0	16122		沾染 崭然	
quxi	1	0	1	0	16123		屈膝	
dujr	1	0	1	0	16124		杜鹃	
qnmu	1	0	1	0	16125		乔木	
vldk	1	0	2	0	16126		装订 壮丁	
xtth	1	0	1	0	16127		学堂	
fjdo	1	0	1	0	16129		繁多	
dvlu	1	0	1	0	16130		对路	
zelk	1	0	1	0	16132		责令	
jlgc	1	0	1	0	16133		讲稿	
endm	1	0	1	0	16134		恩典	
gsfg	1	0	3	0	16135		供奉 贡奉 工蜂	
bjyt	1	0	2	0	16138		半月 伴月	
icda	1	0	1	0	16139		超大	
vcli	1	0	2	0	16140		照例 照理	
gozu	1	0	2	0	16142		国足 裹足	
dccc	1	0	1	0	16143		稻草	
dyww	1	0	1	0	16145		吨位	
nvlj	1	0	1	0	16148		女篮	
llch	1	0	1	0	16149		粮仓	
baqr	1	0	1	0	16150		霸权	
lauz	1	0	2	0	16151		拉手 辣手	
uzll	1	0	2	0	16152		受凉 收粮	
mjvj	1	0	1	0	16153		漫展	
tzfg	1	0	1	0	16155		透风	
ngve	1	0	1	0	16156		能者	
mgpm	1	0	1	0	16157		蒙骗	
gruv	1	0	2	0	16158		关税 灌水	
zgll	1	0	2	0	16159		增量 锃亮	
jipo	1	0	2	0	16160		急迫 击破	
nivr	1	0	1	0	16162		逆转	
iuti	1	0	1	0	16163		出题	
lbbp	1	0	1	0	16164		临别	
zaui	1	0	2	0	16165		杂事 杂食	
lmvg	1	0	1	0	16166		廉政	
yzyh	1	0	2	0	16167		悠扬 有氧	
qyxk	1	0	1	0	16169		群星	
lidd	1	0	1	0	16170		历代	
pcug	1	0	1	0	16171		炮声	
yumk	1	0	1	0	16172		域名	
xubc	1	0	2	0	16173		虚报 续保	
ggyi	1	0	2	0	16175		更衣 更易	
tdli	1	0	1	0	16176		台历	
llse	1	0	1	0	16178		亮色	
kcgr	1	0	1	0	16179		考官	
xkfa	1	0	2	0	16180		刑法 刑罚	
uiyh	1	0	2	0	16181		式样 试样	
yupf	1	0	1	0	16182		浴盆	
ugsu	1	0	2	0	16184		胜诉 声速	
yblu	1	1	1	2	16186	236	引路	一般来说 一不留神
ybjp	1	0	2	0	16187		音节 音阶	
irch	1	0	2	0	16188		船舱 川藏	
muln	1	0	2	0	16189		木料 幕僚	
hxtj	1	0	3	0	16190		花坛 化痰 画坛	
hjhz	1	0	1	0	16191		憨厚	
kuyu	1	0	2	0	16192		苦于 苦雨	
qlbc	1	0	3	0	16193		强暴 襁褓 墙报	
uana	1	0	2	0	16194		刹那 霎那	
gedv	1	0	1	0	16195		各队	
dddm	1	1	2	1	16196	8293	带电 带点	鼎鼎大名
tcuu	1	0	2	0	16197		桃树 套数	
uuqb	1	0	1	0	16199		竖琴	
tnxq	1	0	1	0	16200		调休	
pdyj	1	0	2	0	16201		排演 排烟	
daia	1	0	1	0	16203		打岔	
vftm	1	0	1	0	16205		震天	
izqm	1	0	2	0	16206		抽签 臭钱	
yjmo	1	0	2	0	16207		研磨 眼膜	
tudc	1	0	1	0	16211		屠刀	
dadm	1	0	3	0	16213		大典 大殿 打点	
jbmf	1	0	3	0	16214		金门 进门 津门	
jntn	1	0	2	0	16215		教条 胶条	
tzxn	1	0	1	0	16216		偷笑	
ggmk	1	0	1	0	16217		更名	
jiys	1	0	1	0	16220		急用	
pbie	1	0	1	0	16221		拼车	
bite	1	0	1	0	16222		比特	
khvj	1	0	1	0	16223		抗战	
khyr	1	0	1	0	16224		抗原	
pici	1	0	2	0	16226		批次 劈刺	
xkhe	1	0	1	0	16227		星河	
ffgr	1	0	1	0	16228		分管	
hufu	1	0	3	0	16229		护肤 虎符 护符	
kdpm	1	0	2	0	16232		开篇 开片	
lmxm	1	0	2	0	16233		连线 联线	
gulz	1	0	2	0	16234		鼓楼 孤陋	
fwmw	1	0	2	0	16236		肥美 肥妹	
lohj	1	0	1	0	16237		罗汉	
sjbc	1	0	2	0	16239		三包 三宝	
chmh	1	0	2	0	16240		苍茫 苍莽	
mfdc	1	0	1	0	16241		门道	
gxgz	1	0	1	0	16242		挂钩	
lmnm	1	0	1	0	16244		连年	
vcqi	1	0	1	0	16246		沼气	
mcwu	1	0	1	0	16248		茅屋	
yupm	1	0	1	0	16249		鱼片	
rsuu	1	0	1	0	16250		榕树	
huiz	1	0	1	0	16251		狐臭	
guvg	1	1	1	1	16252	15253	古筝	隔世之感
icdd	1	0	1	0	16253		朝代	
cccc	1	0	2	0	16255		曹操 草草	
kdkf	1	1	1	1	16256	15888	开垦	扩大开放
vfpo	1	0	1	0	16257		侦破	
mcfa	1	0	1	0	16258		毛发	
iull	1	0	2	0	16259		储量 储粮	
qnty	1	0	1	0	16260		翘臀	
lins	1	0	1	0	16261		里弄	
jmih	1	0	3	0	16262		舰长 建厂 见长	
hgxb	1	0	1	0	16263		恒心	
bmpk	1	0	1	0	16264		扁平	
yuuu	1	1	3	1	16265	6706	榆树 余数 玉树	一试身手
vlxp	1	0	1	0	16266		装卸	
dggc	1	0	2	0	16268		登高 等高	
ujig	1	0	1	0	16269		山城	
pwif	1	0	1	0	16270		陪衬	
jxln	1	0	1	0	16271		加料	
yzmn	1	0	1	0	16274		幼苗	
bavu	1	0	2	0	16275		霸主 吧主	
yzjx	1	0	4	0	16276		油价 有加 有假 有家	
fhdh	1	0	1	0	16277		放荡	
qrmw	1	0	1	0	16278		全美	
piul	1	0	1	0	16279		砒霜	
dufu	1	0	2	0	16280		杜甫 毒妇	
lmyb	1	0	2	0	16282		联姻 连音	
kuiu	1	0	2	0	16283		苦楚 苦处	
nsns	1	0	1	0	16284		浓浓	
qksr	1	1	2	1	16285	14256	清算 青蒜	迁客骚人
ycgo	1	0	2	0	16286		腰果 咬过	
zdwd	1	1	1	1	16288	10348	在外	最低温度
tifa	1	0	2	0	16289		体罚 提法	
tccr	1	0	1	0	16290		逃窜	
majq	1	0	1	0	16291		马厩	
vfxm	1	0	2	0	16293		针线 阵线	
djti	1	1	1	1	16294	2291	单体	地久天长
xxcd	1	0	1	0	16295		瞎猜	
whka	1	0	2	0	16296		网卡 网咖	
nmjx	1	0	1	0	16297		年假	
ysfa	1	0	1	0	16298		用法	
uido	1	0	1	0	16300		拾掇	
pdxi	1	0	3	0	16301		拍戏 派系 排戏	
mkkk	1	0	1	0	16302		明快	
hkhf	1	0	1	0	16304		怀恨	
gcpj	1	0	1	0	16305		高攀	
vsfw	1	0	1	0	16307		中非	
dijx	1	0	3	0	16308		低价 地价 底价	
nwhs	1	0	1	0	16309		内讧	
xxpu	1	0	3	0	16310		下铺 夏普 霞浦	
erhu	1	0	1	0	16311		二胡	
goli	1	0	2	0	16312		国立 国力	
xbci	1	0	1	0	16313		新词	
jpkr	1	0	2	0	16315		借款 结款	
drzc	1	0	1	0	16317		锻造	
ujti	1	0	1	0	16319		山体	
ijvi	1	0	1	0	16320		产值	
jmer	1	0	2	0	16321		健儿 尖儿	
fhvh	1	0	2	0	16324		方丈 放账	
thci	1	0	1	0	16325		搪瓷	
lcls	1	0	1	0	16326		牢笼	
tztm	1	0	1	0	16328		头天	
teui	1	0	1	0	16331		特使	
ihwd	1	0	2	0	16332		场外 厂外	
cdvu	1	0	1	0	16334		财主	
eebc	1	0	1	0	16335		恶报	
fuxp	1	0	2	0	16336		腹泻 复写	
xtbg	1	1	1	1	16337	11174	雪崩	先天八卦
chao	1	0	1	0	16338		藏獒	
gfiu	1	0	1	0	16340		根除	
jklm	1	0	3	0	16341		精炼 竟连 精练	
wfxi	1	0	3	0	16343		温习 吻戏 文戏	
pfjk	1	0	1	0	16345		盆景	
bada	1	0	2	0	16346		八大 吧嗒	
bkii	1	0	1	0	16347		秉持	
reng	1	0	1	0	16348		热能	
cdnn	1	0	1	0	16349		菜鸟	
gsvf	1	0	1	0	16350		共振	
jifw	1	0	4	0	16352		计费 积肥 击飞 基肥	
ukjm	1	0	1	0	16353		衰减	
uiis	1	0	1	0	16354		失宠	
erke	1	0	2	0	16355		儿科 耳科	
uiln	1	0	3	0	16356		史料 食疗 石料	
vusy	1	0	1	0	16357		竹笋	
bijb	1	0	1	0	16358		逼近	
tzbj	1	0	1	0	16359		头版	
lala	1	0	2	0	16360		啦啦 拉拉	
jbih	1	0	3	0	16361		进场 进厂 金昌	
glmc	1	0	1	0	16362		广袤	
wohv	1	0	1	0	16363		我会	
qljk	1	0	1	0	16364		抢镜	
wuhx	1	0	3	0	16365		物化 雾化 无话	
ykyy	1	0	2	0	16366		营运 应允	
dcmi	1	0	1	0	16367		稻米	
ufhu	1	0	1	0	16368		神户	
ijqu	1	0	1	0	16369		产区	
gohx	1	0	2	0	16371		国画 国花	
hfuc	1	0	1	0	16372		很少	
fglk	1	0	2	0	16373		风铃 奉令	
nrlq	1	0	1	0	16374		暖流	
bmgx	1	0	1	0	16375		变卦	
uvkg	1	0	1	0	16376		水坑	
cemf	1	0	1	0	16378		侧门	
juiu	1	0	2	0	16379		举出 居处	
lgxp	1	0	1	0	16380		冷血	
xuhx	1	0	2	0	16381		虚化 叙话	
hluj	1	1	3	1	16382	6694	荒山 黄鳝 黄山	花落谁家
trww	1	0	1	0	16383		团委	
jxhz	1	0	1	0	16384		加厚	
poho	1	0	1	0	16385		破获	
cuxi	1	0	2	0	16386		粗细 促膝	
wwjn	1	0	2	0	16387		围剿 未交	
rzuf	1	0	1	0	16388		肉身	
ihtn	1	1	2	1	16389	4728	长条 唱跳	冲昏头脑
gjyz	1	0	1	0	16390		甘油	
uhvi	1	0	2	0	16391		上肢 上至	
vldj	1	0	1	0	16393		壮胆	
mflh	1	0	1	0	16394		门廊	
dmkl	1	0	1	0	16395		癫狂	
zzho	1	0	1	0	16396		走火	
yuhh	1	0	2	0	16397		宇航 余杭	
hdzw	1	1	1	1	16398	3976	海贼	厚德载物
lcsy	1	0	2	0	16400		老孙 劳损	
xpan	1	0	1	0	16401		血案	
tice	1	0	1	0	16402		体测	
qptk	1	0	2	0	16403		窃听 且听	
vrzu	1	0	2	0	16404		转租 赚足	
mkjk	1	0	2	0	16405		明镜 明净	
rzse	1	0	1	0	16406		肉色	
fjtk	1	0	1	0	16407		饭厅	
bcdi	1	0	3	0	16408		宝地 保底 宝坻	
zrjk	1	0	1	0	16409		钻井	
bkru	1	0	1	0	16410		并入	
vuxq	1	0	1	0	16411		主修	
hjye	1	0	2	0	16412		寒夜 汗液	
fjan	1	0	2	0	16413		翻案 犯案	
zuge	1	0	3	0	16415		阻隔 组阁 组歌	
ykbb	1	0	1	0	16416		迎宾	
drjn	1	0	2	0	16418		断交 断脚	
hxxm	1	0	3	0	16419		划线 化纤 滑县	
aijx	1	0	2	0	16420		哀家 爱家	
mkmf	1	0	2	0	16421		名门 命门	
xkpm	1	0	1	0	16422		行骗	
phuz	1	0	1	0	16423		胖瘦	
woju	1	0	2	0	16425		莴苣 蜗居	
ulji	1	0	2	0	16426		双击 双基	
mntz	1	0	1	0	16427		苗头	
vjye	1	0	2	0	16428		粘液 展业	
kkvl	1	0	1	0	16429		块状	
dazs	1	0	1	0	16430		大宗	
xuxu	1	0	2	0	16431		徐徐 嘘嘘	
vjma	1	0	1	0	16432		战马	
bdhv	1	0	3	0	16433		拜会 百汇 白灰	
uvcd	1	0	1	0	16436		水彩	
rzgj	1	0	2	0	16437		肉感 肉干	
idxm	1	0	1	0	16438		拆线	
rzvi	1	0	2	0	16439		肉质 肉汁	
tmlo	1	0	1	0	16440		田螺	
xixu	1	0	1	0	16441		唏嘘	
udzi	1	0	1	0	16442		筛子	
yhqy	1	0	1	0	16443		羊群	
pdpm	1	0	2	0	16445		拍片 排片	
xmlp	1	0	1	0	16447		先烈	
gvbc	1	0	1	0	16448		瑰宝	
ucnj	1	0	1	0	16449		少男	
tuyh	1	0	2	0	16451		图样 土样	
yuxx	1	1	2	1	16452	9298	余下 鱼虾	以身相许
gvbm	1	0	1	0	16453		诡辩	
vekz	1	0	2	0	16454		折扣 这口	
tpdk	1	0	2	0	16455		铁定 铁钉	
bmdj	1	0	2	0	16456		扁担 变淡	
lbda	1	0	1	0	16458		琳达	
xmka	1	0	1	0	16459		显卡	
qkth	1	0	1	0	16461		清汤	
xxhe	1	0	2	0	16463		下颌 夏河	
dmts	1	0	1	0	16464		电筒	
mkxi	1	0	2	0	16465		明晰 明细	
lknj	1	0	1	0	16466		岭南	
uuxl	1	0	2	0	16467		书香 属相	
uhqk	1	0	3	0	16468		伤情 商情 墒情	
tmbc	1	0	2	0	16470		填报 天宝	
pjxk	1	0	1	0	16471		判刑	
woxl	1	0	1	0	16473		我想	
xmcy	1	0	2	0	16474		现存 显存	
gkww	1	0	1	0	16475		怪味	
jnsu	1	0	1	0	16476		酵素	
vutp	1	0	1	0	16477		铸铁	
nnls	1	0	1	0	16479		鸟笼	
hemm	1	0	2	0	16480		和面 河面	
qkcs	1	0	1	0	16481		青葱	
zsqk	1	0	1	0	16482		纵情	
rcxk	1	0	1	0	16483		绕行	
podu	1	0	1	0	16484		坡度	
pfue	1	0	1	0	16485		喷射	
tmxl	1	0	2	0	16486		天象 天香	
dcdm	1	0	2	0	16487		到点 导电	
chvz	1	0	1	0	16488		沧州	
pukd	1	0	1	0	16489		铺开	
xqvf	1	0	2	0	16490		袖珍 修真	
jnnf	1	0	1	0	16491		娇嫩	
ybqp	1	0	1	0	16495		殷切	
bcvy	1	1	1	1	16497	11034	保准	博采众议
wwue	1	0	1	0	16498		威慑	
hcfa	1	0	1	0	16499		毫发	
divr	1	0	1	0	16500		地砖	
igbw	1	0	2	0	16501		成倍 城北	
hkan	1	0	1	0	16502		淮安	
fjgs	1	0	5	0	16503		返工 反攻 反共 翻工 翻供	
vzuf	1	0	1	0	16505		周身	
tvqt	1	0	3	0	16507		退却 推却 腿瘸	
gvtu	1	0	1	0	16510		归途	
llxi	1	0	1	0	16512		凉席	
fgyt	1	0	1	0	16515		风月	
vdzi	1	0	3	0	16516		摘自 宅子 寨子	
lkyi	1	0	2	0	16517		灵异 另一	
jxcj	1	0	2	0	16518		加餐 家蚕	
djqi	1	0	1	0	16521		氮气	
wupj	1	0	2	0	16523		误判 无盘	
gutu	1	0	1	0	16524		故土	
dcql	1	0	2	0	16525		刀枪 盗抢	
hsqn	1	0	1	0	16527		虹桥	
bots	1	0	1	0	16528		拨通	
qqyu	1	0	2	0	16529		秋雨 求雨	
rfrh	1	0	1	0	16531		忍让	
bwdj	1	0	1	0	16534		被单	
fhuc	1	0	1	0	16537		放哨	
jnlr	1	0	1	0	16540		搅乱	
jxtn	1	0	1	0	16541		假条	
kugo	1	0	1	0	16542		苦果	
fuve	1	0	2	0	16544		附着 覆辙	
jpih	1	0	1	0	16545		结肠	
pirr	1	0	1	0	16546		疲软	
xumz	1	0	1	0	16547		蓄谋	
pubi	1	0	1	0	16549		扑鼻	
nufh	1	0	1	0	16550		怒放	
hyji	1	0	1	0	16551		混迹	
yugu	1	0	2	0	16552		预估 鱼骨	
pmpo	1	0	1	0	16553		偏颇	
scds	1	0	1	0	16555		骚动	
biiu	1	0	2	0	16556		壁橱 笔触	
jnva	1	0	1	0	16560		狡诈	
qkff	1	0	1	0	16561		情分	
yran	1	0	1	0	16562		冤案	
zixu	1	0	2	0	16563		自诩 子虚	
gddc	1	0	1	0	16564		改道	
sjll	1	0	1	0	16565		三两	
dagr	1	0	4	0	16567		大关 大官 大观 达观	
cdpb	1	0	1	0	16568		菜品	
xbig	1	0	3	0	16569		新城 心诚 新成	
mitj	1	0	2	0	16570		密探 密谈	
lgvu	1	0	2	0	16571		愣住 棱柱	
bwru	1	0	1	0	16572		被褥	
hjlq	1	0	2	0	16573		寒流 韩流	
vjdv	1	0	2	0	16574		战队 站队	
bjkk	1	0	3	0	16575		板块 版块 斑块	
pwee	1	0	1	0	16576		配额	
hsmw	1	0	1	0	16577		红梅	
gcah	1	0	1	0	16578		高昂	
gshd	1	0	2	0	16581		公害 公海	
morj	1	0	3	0	16582		默然 蓦然 漠然	
jmtj	1	0	1	0	16583		健谈	
kkbj	1	0	1	0	16584		快板	
fftn	1	0	1	0	16585		粉条	
wdcg	1	0	1	0	16587		外层	
