行号	词	词频	原拼音	辅助拼音	词典读音	简单鹤	鲸凉鹤	采用	依据	问题
20094	凯奇	36	kai3 ji1/qi2	kaiqi				待分配	证据不足或仍冲突；待分配	
20095	出处	36	chu1 chu4	chuchu	chu1 chu4	chu chu	chu chu	chu chu	简单鹤与鲸凉鹤去飞键后一致	
20096	分身	36	fen1 shen1	fenshen	fen1 shen1	fen shen	fen shen	fen shen	简单鹤与鲸凉鹤去飞键后一致	
20097	切斯	36	qie1/qie4 si1	qiesi				qie si	原始双字段一致（非独立语料证据）	
20098	制订	36	zhi4 ding4	zhiding	zhi4 ding4		zhi ding	zhi ding	单份鹤参考与其他证据一致	
20099	剖析	36	pou1 xi1	poxi	pou1 xi1	pou xi	pou xi	pou xi	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
20100	劳克斯	36	lao2 ke4 si1	laokesi				lao ke si	原始双字段一致（非独立语料证据）	
20101	劳斯莱斯	36	Lao2 si1 lai2 si1	laosilaisi	lao2 si1 lai2 si1			lao si lai si	整词词典与原始音节一致	
20102	升温	36	sheng1 wen1	shengwen	sheng1 wen1	sheng wen	sheng wen	sheng wen	简单鹤与鲸凉鹤去飞键后一致	
20103	博蒙特	36	bo2 meng1/meng2/meng3 te4	bomengte				bo meng te	原始双字段一致（非独立语料证据）	
20104	占便宜	36	zhan4 pian2 yi5	zhanbianyi	zhan4 pian2 yi2			zhan pian yi	整词词典与原始音节一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
20105	卡里	36	ka3/qia3 li3	kali		ka li	ka li	ka li	简单鹤与鲸凉鹤去飞键后一致	
20106	友军	36	you3 jun1	youjun	you3 jun1	you jun	you jun	you jun	简单鹤与鲸凉鹤去飞键后一致	
20107	受尽	36	shou4 jin3/jin4	shoujin	shou4 jin4	shou jin	shou jin	shou jin	简单鹤与鲸凉鹤去飞键后一致	
20108	变通	36	bian4 tong1	biantong	bian4 tong1	bian tong	bian tong	bian tong	简单鹤与鲸凉鹤去飞键后一致	
20109	口感	36	kou3 gan3	kougan	kou3 gan3	kou gan	kou gan	kou gan	简单鹤与鲸凉鹤去飞键后一致	
20110	可喜	36	ke3 xi3	kexi	ke3 xi3	ke xi	ke xi	ke xi	简单鹤与鲸凉鹤去飞键后一致	
20111	台球桌	36	tai2 qiu2 zhuo1	taiqiuzhuo				tai qiu zhuo	原始双字段一致（非独立语料证据）	
20112	吃不消	36	chi1 bu5 xiao1	chibuxiao	chi1 bu4 xiao1			chi bu xiao	整词词典与原始音节一致	
20113	同班	36	tong2 ban1	tongban	tong2 ban1		tong ban	tong ban	单份鹤参考与其他证据一致	
20114	后撤	36	hou4 che4	houche	hou4 che4	hou che	hou che	hou che	简单鹤与鲸凉鹤去飞键后一致	
20115	和弦	36	he2 xian2	hexian	he2 xian2	he xian	he xian	he xian	简单鹤与鲸凉鹤去飞键后一致	
20116	咕咕	36	gu1 gu1	gugu	gu1 gu1	gu gu	gu gu	gu gu	简单鹤与鲸凉鹤去飞键后一致	
20117	售出	36	shou4 chu1	shouchu	shou4 chu1	shou chu	shou chu	shou chu	简单鹤与鲸凉鹤去飞键后一致	
20118	嘉丝	36	jia1 si1	jiasi				jia si	原始双字段一致（非独立语料证据）	
20119	嘘声	36	xu1 sheng1	xusheng	xu1 sheng1	xu sheng	xu sheng	xu sheng	简单鹤与鲸凉鹤去飞键后一致	
20120	圣达菲	36	sheng4 da2 fei1/fei3	shengdafei				sheng da fei	原始双字段一致（非独立语料证据）	
20121	地段	36	di4 duan4	diduan	di4 duan4	di duan	di duan	di duan	简单鹤与鲸凉鹤去飞键后一致	
20122	场内	36	chang2/chang3 nei4	changnei	chang3 nei4	chang nei	chang nei	chang nei	简单鹤与鲸凉鹤去飞键后一致	
20123	垂死挣扎	36	chui2 si3 zheng1 zha2	chuisizhengzha	chui2 si3 zheng1 zha2			chui si zheng zha	整词词典与原始音节一致	
20124	埋头	36	mai2 tou2	maitou	mai2 tou2	mai tou	mai tou	mai tou	简单鹤与鲸凉鹤去飞键后一致	
20125	城区	36	cheng2 qu1	chengqu	cheng2 qu1	cheng qu	cheng qu	cheng qu	简单鹤与鲸凉鹤去飞键后一致	
20126	大度	36	da4/dai4 du4/duo2	dadu	da4 du4	da du	da du	da du	简单鹤与鲸凉鹤去飞键后一致	
20127	大石	36	da4/dai4 dan4/shi2	dashi	da4 shi2			da shi	整词词典与原始音节一致	
20128	大肠	36	da4 chang2	dachang	da4 chang2	da chang	da chang	da chang	简单鹤与鲸凉鹤去飞键后一致	
20129	大门口	36	da4/dai4 men2 kou3	damenkou				待分配	证据不足或仍冲突；待分配	
20130	天命	36	tian1 ming4	tianming	tian1 ming4	tian ming	tian ming	tian ming	简单鹤与鲸凉鹤去飞键后一致	
20131	天文学家	36	tian1 wen2 xue2 jia1	tianwenxuejia	tian1 wen2 xue2 jia1			tian wen xue jia	整词词典与原始音节一致	
20132	奔放	36	ben1 fang4	benfang	ben1 fang4	ben fang	ben fang	ben fang	简单鹤与鲸凉鹤去飞键后一致	
20133	奴隶制	36	nu2 li4 zhi4	nulizhi	nu2 li4 zhi4			nu li zhi	整词词典与原始音节一致	
20134	孤寂	36	gu1 ji4	guji	gu1 ji4		gu ji	gu ji	单份鹤参考与其他证据一致	
20135	孤岛	36	gu1 dao3	gudao	gu1 dao3	gu dao	gu dao	gu dao	简单鹤与鲸凉鹤去飞键后一致	
20136	安家	36	an1 jia1	anjia	an1 jia1	an jia	an jia	an jia	简单鹤与鲸凉鹤去飞键后一致	
20137	定夺	36	ding4 duo2	dingduo	ding4 duo2	ding duo	ding duo	ding duo	简单鹤与鲸凉鹤去飞键后一致	
20138	家产	36	jia1 chan3	jiachan	jia1 chan3	jia chan	jia chan	jia chan	简单鹤与鲸凉鹤去飞键后一致	
20139	家禽	36	jia1 qin2	jiaqin	jia1 qin2	jia qin	jia qin	jia qin	简单鹤与鲸凉鹤去飞键后一致	
20140	射箭	36	she4 jian4	shejian	she4 jian4	she jian	she jian	she jian	简单鹤与鲸凉鹤去飞键后一致	
20141	小奈德	36	xiao3 nai4 de2	xiaonaide				xiao nai de	原始双字段一致（非独立语料证据）	
20142	小径	36	xiao3 jing4	xiaojing	xiao3 jing4	xiao jing	xiao jing	xiao jing	简单鹤与鲸凉鹤去飞键后一致	
20143	小约翰	36	xiao3 yao1/yue1 han4	xiaoyuehan				待分配	证据不足或仍冲突；待分配	
20144	尖刻	36	jian1 ke4	jianke	jian1 ke4			jian ke	整词词典与原始音节一致	
20145	尹	36	yin3	yin	yin3			yin	整词词典与原始音节一致	
20146	尼罗河	36	Ni2 luo2 he2	niluohe	ni2 luo2 he2			ni luo he	整词词典与原始音节一致	
20147	屄	36	#	*	bi1			待分配	孤立多音字无语境；待分配	
20148	峰值	36	feng1 zhi2	fengzhi	feng1 zhi2	feng zhi	feng zhi	feng zhi	简单鹤与鲸凉鹤去飞键后一致	
20149	崽	36	zai3	zai	zai3			zai	整词词典与原始音节一致	
20150	工匠	36	gong1 jiang4	gongjiang	gong1 jiang4	gong jiang	gong jiang	gong jiang	简单鹤与鲸凉鹤去飞键后一致	
20151	巨石	36	ju4 shi2	jushi	ju4 shi2	ju shi	ju shi	ju shi	简单鹤与鲸凉鹤去飞键后一致	
20152	巴瑞斯	36	ba1 rui4 si1	baruisi				ba rui si	原始双字段一致（非独立语料证据）	
20153	干涸	36	gan1 he2	ganhe	gan1 he2	gan he	gan he	gan he	简单鹤与鲸凉鹤去飞键后一致	
20154	平衡木	36	ping2 heng2 mu4	pinghengmu	ping2 heng2 mu4			ping heng mu	整词词典与原始音节一致	
20155	库尔特	36	ku4 er3 te4	kuerte				ku er te	原始双字段一致（非独立语料证据）	
20156	废纸	36	fei4 zhi3	feizhi	fei4 zhi3	fei zhi	fei zhi	fei zhi	简单鹤与鲸凉鹤去飞键后一致	
20157	开怀大笑	36	kai1 huai2 da4/dai4 xiao4	kaihuaidaxiao	kai1 huai2 da4 xiao4			kai huai da xiao	整词词典与原始音节一致	
20158	弗朗西丝卡	36	fu2 lang3 xi1 si1 ka3/qia3	fulangxisika				待分配	证据不足或仍冲突；待分配	
20159	弗雷泽	36	fu2 lei2 ze2	fuleize				fu lei ze	原始双字段一致（非独立语料证据）	
20160	弹力	36	tan2 li4	tanli	tan2 li4	tan li	tan li	tan li	简单鹤与鲸凉鹤去飞键后一致	
20161	微光	36	wei1 guang1	weiguang	wei1 guang1	wei guang	wei guang	wei guang	简单鹤与鲸凉鹤去飞键后一致	
20162	心虚	36	xin1 xu1	xinxu	xin1 xu1	xin xu	xin xu	xin xu	简单鹤与鲸凉鹤去飞键后一致	
20163	怪味	36	guai4 wei4	guaiwei	guai4 wei4	guai wei	guai wei	guai wei	简单鹤与鲸凉鹤去飞键后一致	
20164	总编	36	zong3 bian1	zongbian	zong3 bian1	zong bian	zong bian	zong bian	简单鹤与鲸凉鹤去飞键后一致	
20165	恒星	36	heng2 xing1	hengxing	heng2 xing1	heng xing	heng xing	heng xing	简单鹤与鲸凉鹤去飞键后一致	
20166	成婚	36	cheng2 hun1	chenghun	cheng2 hun1	cheng hun	cheng hun	cheng hun	简单鹤与鲸凉鹤去飞键后一致	
20167	所向披靡	36	suo3 xiang4 pi1 mi3	suoxiangpimi	suo3 xiang4 pi1 mi3			suo xiang pi mi	整词词典与原始音节一致	
20168	手巾	36	shou3 jin1	shoujin	shou3 jin1		shou jin	shou jin	单份鹤参考与其他证据一致	
20169	手背	36	shou3 bei1/bei4	shoubei	shou3 bei4	shou bei	shou bei	shou bei	简单鹤与鲸凉鹤去飞键后一致	
20170	扫描器	36	sao3 miao2 qi4	saomiaoqi				sao miao qi	原始双字段一致（非独立语料证据）	
20171	扫除	36	sao3 chu2	saochu	sao3 chu2	sao chu	sao chu	sao chu	简单鹤与鲸凉鹤去飞键后一致	
20172	批发商	36	pi1 fa1 shang1	pifashang	pi1 fa1 shang1			pi fa shang	整词词典与原始音节一致	
20173	投弹	36	tou2 dan4/tan2	toudan	tou2 dan4	tou dan	tou dan	tou dan	整词人工裁决	
20174	护林	36	hu4 lin2	hulin	hu4 lin2	hu lin	hu lin	hu lin	简单鹤与鲸凉鹤去飞键后一致	
20175	拉下水	36	la1/la2/la3/la4 xia4 shui3	laxiashui				la xia shui	原始双字段一致（非独立语料证据）	
20176	括约肌	36	gua1/kuo4 yao1/yue1 ji1	kuoyueji	kuo4 yue1 ji1			kuo yue ji	整词词典与原始音节一致	
20177	掀翻	36	xian1 fan1	xianfan	xian1 fan1	xian fan	xian fan	xian fan	简单鹤与鲸凉鹤去飞键后一致	
20178	探测仪	36	tan4 ce4 yi2	tanceyi				tan ce yi	原始双字段一致（非独立语料证据）	
20179	提个醒	36	di1/ti2 ge3/ge4 xing3	tigexing				待分配	证据不足或仍冲突；待分配	
20180	搬动	36	ban1 dong4	bandong	ban1 dong4	ban dong	ban dong	ban dong	简单鹤与鲸凉鹤去飞键后一致	
20181	摄像师	36	she4 xiang4 shi1	shexiangshi				she xiang shi	原始双字段一致（非独立语料证据）	
20182	摞	36	luo4	luo	luo4			luo	整词词典与原始音节一致	
20183	擦拭	36	ca1 shi4	cashi	ca1 shi4	ca shi	ca shi	ca shi	简单鹤与鲸凉鹤去飞键后一致	
20184	收发室	36	shou1 fa1 shi4	shoufashi	shou1 fa1 shi4			shou fa shi	整词词典与原始音节一致	
20185	攻破	36	gong1 po4	gongpo	gong1 po4	gong po	gong po	gong po	简单鹤与鲸凉鹤去飞键后一致	
20186	敲诈勒索	36	qiao1 zha4 le4/lei1 suo3	qiaozhalesuo	qiao1 zha4 le4 suo3			qiao zha le suo	整词词典与原始音节一致	
20187	文职	36	wen2 zhi2	wenzhi	wen2 zhi2	wen zhi	wen zhi	wen zhi	简单鹤与鲸凉鹤去飞键后一致	
20188	料子	36	liao4 zi5	liaozi	liao4 zi5	liao zi	liao zi	liao zi	简单鹤与鲸凉鹤去飞键后一致	
20189	新颖	36	xin1 ying3	xinying	xin1 ying3	xin ying	xin ying	xin ying	简单鹤与鲸凉鹤去飞键后一致	
20190	无益	36	wu2 yi4	wuyi	wu2 yi4	wu yi	wu yi	wu yi	简单鹤与鲸凉鹤去飞键后一致	
20191	旦	36	dan4	dan	dan4			dan	整词词典与原始音节一致	
20192	时事	36	shi2 shi4	shishi	shi2 shi4			shi shi	整词词典与原始音节一致	
20193	昭	36	zhao1	zhao	zhao1			zhao	整词词典与原始音节一致	
20194	暴跳如雷	36	bao4 tiao4 ru2 lei2	baotiaorulei	bao4 tiao4 ru2 lei2			bao tiao ru lei	整词词典与原始音节一致	
20195	暹	36	xian1	xian	xian1			xian	整词词典与原始音节一致	
20196	曼森	36	man4 sen1	mansen			man sen	man sen	单份鹤参考与其他证据一致	
20197	服务部	36	fu2/fu4 wu4 bu4	fuwubu				fu wu bu	原始双字段一致（非独立语料证据）	
20198	本田	36	Ben3 tian2	bentian	ben3 tian2	ben tian	ben tian	ben tian	简单鹤与鲸凉鹤去飞键后一致	
20199	朽	36	xiu3	xiu	xiu3			xiu	整词词典与原始音节一致	
20200	杂货	36	za2 huo4	zahuo	za2 huo4	za huo	za huo	za huo	简单鹤与鲸凉鹤去飞键后一致	
20201	来访者	36	lai2 fang3 zhe3	laifangzhe				lai fang zhe	原始双字段一致（非独立语料证据）	
20202	枉	36	wang3	wang	wang3			wang	整词词典与原始音节一致	
20203	标牌	36	biao1 pai2	biaopai	biao1 pai2	biao pai	biao pai	biao pai	简单鹤与鲸凉鹤去飞键后一致	
20204	桌前	36	zhuo1 qian2	zhuoqian	zhuo1 qian2	zhuo qian	zhuo qian	zhuo qian	简单鹤与鲸凉鹤去飞键后一致	
20205	桌边	36	zhuo1 bian1/bian5	zhuobian	zhuo1 bian1	zhuo bian	zhuo bian	zhuo bian	简单鹤与鲸凉鹤去飞键后一致	
20206	棚屋	36	peng2 wu1	pengwu	peng2 wu1	peng wu	peng wu	peng wu	简单鹤与鲸凉鹤去飞键后一致	
20207	横幅	36	heng2/heng4 fu2	hengfu	heng2 fu2	heng fu	heng fu	heng fu	简单鹤与鲸凉鹤去飞键后一致	
20208	残渣	36	can2 zha1	canzha	can2 zha1	can zha	can zha	can zha	简单鹤与鲸凉鹤去飞键后一致	
20209	毒剂	36	du2 ji4	duji	du2 ji4		du ji	du ji	单份鹤参考与其他证据一致	
20210	毒瘤	36	du2 liu2	duliu	du2 liu2	du liu	du liu	du liu	简单鹤与鲸凉鹤去飞键后一致	
20211	比利时人	36	bi3 li4 shi2 ren2	bilishiren				bi li shi ren	原始双字段一致（非独立语料证据）	
20212	没落	36	mo4 luo4	meiluo	mo4 luo4	mo luo	mo luo	mo luo	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
20213	沦为	36	lun2 wei2/wei4	lunwei	lun2 wei2	lun wei	lun wei	lun wei	简单鹤与鲸凉鹤去飞键后一致	
20214	沿途	36	yan2 tu2	yantu	yan2 tu2	yan tu	yan tu	yan tu	简单鹤与鲸凉鹤去飞键后一致	
20215	洋溢	36	yang2 yi4	yangyi	yang2 yi4	yang yi	yang yi	yang yi	简单鹤与鲸凉鹤去飞键后一致	
20216	洲际	36	zhou1 ji4	zhouji	zhou1 ji4	zhou ji	zhou ji	zhou ji	简单鹤与鲸凉鹤去飞键后一致	
20217	流量	36	liu2 liang4	liuliang	liu2 liang4	liu liang	liu liang	liu liang	简单鹤与鲸凉鹤去飞键后一致	
20218	测定	36	ce4 ding4	ceding	ce4 ding4	ce ding	ce ding	ce ding	简单鹤与鲸凉鹤去飞键后一致	
20219	浓汤	36	nong2 shang1/tang1	nongtang		nong tang	nong tang	nong tang	简单鹤与鲸凉鹤去飞键后一致	
20220	浴衣	36	yu4 yi1	yuyi	yu4 yi1			yu yi	整词词典与原始音节一致	
20221	海明威	36	Hai3 ming2 wei1	haimingwei				hai ming wei	原始双字段一致（非独立语料证据）	
20222	消音器	36	xiao1 yin1 qi4	xiaoyinqi				xiao yin qi	原始双字段一致（非独立语料证据）	
20223	液压	36	ye4 ya1	yeya	ye4 ya1	ye ya	ye ya	ye ya	简单鹤与鲸凉鹤去飞键后一致	
20224	淤泥	36	yu1 ni2	yuni	yu1 ni2	yu ni	yu ni	yu ni	简单鹤与鲸凉鹤去飞键后一致	
20225	深思	36	shen1 si1	shensi	shen1 si1	shen si	shen si	shen si	简单鹤与鲸凉鹤去飞键后一致	
20226	渔	36	yu2	yu	yu2			yu	整词词典与原始音节一致	
20227	游泳队	36	you2 yong3 dui4	youyongdui				you yong dui	原始双字段一致（非独立语料证据）	
20228	灯笼	36	deng1 long2	denglong	deng1 long2	deng long	deng long	deng long	简单鹤与鲸凉鹤去飞键后一致	
20229	灰飞烟灭	36	hui1 fei1 yan1/yin1 mie4	huifeiyanmie	hui1 fei1 yan1 mie4			hui fei yan mie	整词词典与原始音节一致	
20230	炙手可热	36	zhi4 shou3 ke3/ke4 re4	zhishoukere	zhi4 shou3 ke3 re4			zhi shou ke re	整词词典与原始音节一致	
20231	烁	36	shuo4	shuo	shuo4			shuo	整词词典与原始音节一致	
20232	烙	36	lao4/luo4	lao	lao4 | luo4			待分配	孤立多音字无语境；待分配	
20233	热气	36	re4 qi4	reqi	re4 qi4	re qi	re qi	re qi	简单鹤与鲸凉鹤去飞键后一致	
20234	焦虑不安	36	jiao1 lu:4 bu4 an1	jiaolvbuan				jiao lv bu an	原始双字段一致（非独立语料证据）	
20235	爬升	36	pa2 sheng1	pasheng	pa2 sheng1	pa sheng	pa sheng	pa sheng	简单鹤与鲸凉鹤去飞键后一致	
20236	爱恋	36	ai4 lian4	ailian	ai4 lian4	ai lian	ai lian	ai lian	简单鹤与鲸凉鹤去飞键后一致	
20237	爱默生	36	ai4 mo4 sheng1	aimosheng				ai mo sheng	原始双字段一致（非独立语料证据）	
20238	特迪	36	te4 di2	tedi				te di	原始双字段一致（非独立语料证据）	
20239	狡辩	36	jiao3 bian4	jiaobian	jiao3 bian4	jiao bian	jiao bian	jiao bian	简单鹤与鲸凉鹤去飞键后一致	
20240	玻璃窗	36	bo1 li2/li5 chuang1	bolichuang				bo li chuang	原始双字段一致（非独立语料证据）	
20241	珍视	36	zhen1 shi4	zhenshi	zhen1 shi4			zhen shi	整词词典与原始音节一致	
20242	琥珀	36	hu3 po4	hupo	hu3 po4	hu po	hu po	hu po	简单鹤与鲸凉鹤去飞键后一致	
20243	用以	36	yong4 yi3	yongyi	yong4 yi3	yong yi	yong yi	yong yi	简单鹤与鲸凉鹤去飞键后一致	
20244	电信	36	dian4 xin4	dianxin	dian4 xin4	dian xin	dian xin	dian xin	简单鹤与鲸凉鹤去飞键后一致	
20245	畅	36	chang4	chang	chang4			chang	整词词典与原始音节一致	
20246	疣	36	you2	you	you2			you	整词词典与原始音节一致	
20247	疫情	36	yi4 qing2	yiqing	yi4 qing2	yi qing	yi qing	yi qing	简单鹤与鲸凉鹤去飞键后一致	
20248	瘦子	36	shou4 zi5	shouzi	shou4 zi5	shou zi	shou zi	shou zi	简单鹤与鲸凉鹤去飞键后一致	
20249	白兔	36	bai2 tu4	baitu	bai2 tu4	bai tu	bai tu	bai tu	简单鹤与鲸凉鹤去飞键后一致	
20250	的哥	36	de5/di2/di4 ge1	dege	di1 ge1		di ge	di ge	整词人工裁决	整词词典与辅助拼音矛盾
20251	皈依	36	gui1 yi1	guiyi		gui yi	gui yi	gui yi	简单鹤与鲸凉鹤去飞键后一致	
20252	皮蒂·格林	36	pi2 di4 #ge1/ge2 lin2	pidi*gelin				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
20253	相安无事	36	xiang1 an1 wu2 shi4	xianganwushi	xiang1 an1 wu2 shi4			xiang an wu shi	整词词典与原始音节一致	
20254	真纪	36	zhen1 ji3/ji4	zhenji				zhen ji	原始双字段一致（非独立语料证据）	
20255	睬	36	cai3	cai	cai3			cai	整词词典与原始音节一致	
20256	石榴	36	shi2 liu5	shiliu	shi2 liu2	shi liu	shi liu	shi liu	简单鹤与鲸凉鹤去飞键后一致	
20257	破除	36	po4 chu2	pochu	po4 chu2	po chu	po chu	po chu	简单鹤与鲸凉鹤去飞键后一致	
20258	示威者	36	shi4 wei1 zhe3	shiweizhe				shi wei zhe	原始双字段一致（非独立语料证据）	
20259	神经性	36	shen2 jing1 xing4	shenjingxing				shen jing xing	原始双字段一致（非独立语料证据）	
20260	秀秀	36	xiu4 xiu4	xiuxiu			xiu xiu	xiu xiu	单份鹤参考与其他证据一致	
20261	窈窕	36	yao3 tiao3	yaotiao	yao3 tiao3	yao tiao	yao tiao	yao tiao	简单鹤与鲸凉鹤去飞键后一致	
20262	窘境	36	jiong3 jing4	jiongjing	jiong3 jing4	jiong jing	jiong jing	jiong jing	简单鹤与鲸凉鹤去飞键后一致	
20263	管辖区	36	guan3 xia2 ou1/qu1	guanxiaqu				待分配	证据不足或仍冲突；待分配	
20264	管道工	36	guan3 dao4 gong1	guandaogong				guan dao gong	原始双字段一致（非独立语料证据）	
20265	米尔克	36	mi3 er3 ke4	mierke				mi er ke	原始双字段一致（非独立语料证据）	
20266	索引	36	suo3 yin3	suoyin	suo3 yin3	suo yin	suo yin	suo yin	简单鹤与鲸凉鹤去飞键后一致	
20267	索菲亚	36	Suo3 fei1 ya4	suofeiya				suo fei ya	原始双字段一致（非独立语料证据）	
20268	索鲁斯	36	suo3 lu3 si1	suolusi				suo lu si	原始双字段一致（非独立语料证据）	
20269	紫罗兰	36	zi3 luo2 lan2	ziluolan	zi3 luo2 lan2			zi luo lan	整词词典与原始音节一致	
20270	约翰尼·布雷兹	36	yao1/yue1 han4 ni2 #bu4 lei2 ci2/zi1	yuehanni*buleizi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
20271	纷争	36	fen1 zheng1	fenzheng	fen1 zheng1	fen zheng	fen zheng	fen zheng	简单鹤与鲸凉鹤去飞键后一致	
20272	织物	36	zhi1 wu4	zhiwu	zhi1 wu4			zhi wu	整词词典与原始音节一致	
20273	经由	36	jing1 you2	jingyou	jing1 you2	jing you	jing you	jing you	简单鹤与鲸凉鹤去飞键后一致	
20274	绒毛	36	rong2 mao2	rongmao	rong2 mao2	rong mao	rong mao	rong mao	简单鹤与鲸凉鹤去飞键后一致	
20275	绝技	36	jue2 ji4	jueji	jue2 ji4	jue ji	jue ji	jue ji	简单鹤与鲸凉鹤去飞键后一致	
20276	绿茶	36	lu:4 cha2	lvcha	lv4 cha2	lv cha	lv cha	lv cha	简单鹤与鲸凉鹤去飞键后一致	
20277	缓冲	36	huan3 chong1	huanchong	huan3 chong1	huan chong	huan chong	huan chong	简单鹤与鲸凉鹤去飞键后一致	
20278	美餐	36	mei3 can1	meican	mei3 can1	mei can	mei can	mei can	简单鹤与鲸凉鹤去飞键后一致	
20279	考量	36	kao3 liang2	kaoliang	kao3 liang2	kao liang	kao liang	kao liang	简单鹤与鲸凉鹤去飞键后一致	
20280	胫骨	36	jing4 gu1/gu2/gu3	jinggu	jing4 gu3	jing gu	jing gu	jing gu	简单鹤与鲸凉鹤去飞键后一致	
20281	臣民	36	chen2 min2	chenmin	chen2 min2	chen min	chen min	chen min	简单鹤与鲸凉鹤去飞键后一致	
20282	自力更生	36	zi4 li4 geng1 sheng1	ziligengsheng	zi4 li4 geng1 sheng1			zi li geng sheng	整词词典与原始音节一致	
20283	自学	36	zi4 xue2	zixue	zi4 xue2	zi xue	zi xue	zi xue	简单鹤与鲸凉鹤去飞键后一致	
20284	自然灾害	36	zi4 ran2 zai1 hai4	ziranzaihai	zi4 ran2 zai1 hai4			zi ran zai hai	整词词典与原始音节一致	
20285	芬伯格	36	fen1 bai3/bo2 ge1/ge2	fenboge				待分配	证据不足或仍冲突；待分配	
20286	茶壶	36	cha2 hu2	chahu	cha2 hu2	cha hu	cha hu	cha hu	简单鹤与鲸凉鹤去飞键后一致	
20287	莫罗	36	mo4 luo1/luo2/luo5	moluo				mo luo	原始双字段一致（非独立语料证据）	
