行号	词	词频	原拼音	辅助拼音	词典读音	简单鹤	鲸凉鹤	采用	依据	问题
41609	西蒙·格林	7	xi1 meng1/meng2/meng3 #ge1/ge2 lin2	ximeng*gelin				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
41619	言传	7	yan2 chuan2/zhuan4	yanchuan	yan2 chuan2	yan chuan | yan zhuan	yan chuan | yan zhuan	待分配	参考异读无法消歧；待分配	两份参考不能唯一确定
41650	调控	7	tiao2 kong4	diaokong	tiao2 kong4	tiao kong	tiao kong	tiao kong	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
41657	贝利·戈迪	7	bei4 li4 #ge1 di2	beili*gedi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
41680	贺瑞斯·格林	7	he4 rui4 si1 #ge1/ge2 lin2	heruisi*gelin				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
41708	转调	7	zhuai3/zhuan3/zhuan4 diao4/tiao2	zhuandiao	zhuan3 diao4	zhuan diao | zhuan tiao	zhuan diao | zhuan tiao	待分配	参考异读无法消歧；待分配	两份参考不能唯一确定
41717	辱没	7	ru3 mei2/mo4	rumei	ru3 mo4	ru mo	ru mo	ru mo	整词人工裁决	整词词典与辅助拼音矛盾
41723	达琳·费林	7	da2 lin2 #fei4 lin2	dalin*feilin				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
41727	迈克尔·克莱顿	7	mai4 ke4 er3 #ke4 lai2 du2/dun4	maikeer*kelaidun				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
41737	迪克·利	7	di2 ke4 #li4	dike*li				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
41741	迪莉娅·德雷科特	7	di2 li4 ya4 #de2 lei2 ke1 te4	diliya*deleikete				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
41776	重启	7	chong2/zhong4 qi3	zhongqi	chong2 qi3	chong qi	chong qi	chong qi	整词人工裁决	整词词典与辅助拼音矛盾
41777	重温旧梦	7	chong2 wen1 jiu4 meng4	zhongwenjiumeng	chong2 wen1 jiu4 meng4			chong wen jiu meng	整词词典与原始音节一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
41797	钱德拉·沙瑞西	7	qian2 de2 la1/la2/la3/la4 #sha1/sha4 rui4 xi1	qiandela*sharuixi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
41849	阿图罗·班蒂尼	7	a1/a5/e1 tu2 luo1/luo2/luo5 #ban1 di4 ni2	atuluo*bandini				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
41853	阿尔·帕西诺	7	a1/a5/e1 er3 #pa4 xi1 nuo4	a'er*paxinuo				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
41858	阿纳托利·马尔科夫	7	a1/a5/e1 na4 tuo1 li4 #ma3 er3 ke1 fu1/fu2	anatuoli*maerkefu				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
41864	降服	7	jiang4/xiang2 fu2/fu4	jiangfu	xiang2 fu2	xiang fu	xiang fu	xiang fu	简单鹤与鲸凉鹤去飞键后一致	整词词典与辅助拼音矛盾
41870	雅克·克劳索	7	ya1/ya3 ke4 #ke4 lao2 suo3	yake*kelaosuo				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
41879	雷·波特	7	lei2 #bo1 te4	lei*bote				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
41886	霍华德·森特	7	huo4 hua1/hua2/hua4 de2 #sen1 te4	huohuade*sente				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
41894	露底	7	lou4 di3	ludi	lou4 di3	lou di	lou di	lou di	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
41927	飞檐走壁	7	fei1 yan2 zou3 bi4	fei*zoubi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
41937	马修·麦康纳	7	ma3 xiu1 #mai4 kang1 na4	maxiu*maikangna				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
41939	马克思·斯特恩	7	ma3 ke4 sai1/si1 #si1 te4 en1	makesi*siteen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
41968	高杜·基	7	gao1 du4 #ji1	gaodu*ji				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
41996	麦克斯·坎皮农	7	mai4 ke4 si1 #kan3 pi2 nong2	maikesi*kanpinong				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42004	麦迪·鲍文	7	mai4 di2 #bao4 wen2	maidi*baowen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42016	黛安娜·丝高莉	7	dai4 an1 na4/nuo2 #si1 gao1 li4	daianna*sigaoli				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42103	丹参	6	dan1 shen1	dancan	dan1 shen1	dan can	dan can	待分配	两鹤与原始音节、Chai相互矛盾；待裁决	原始两拼音字段矛盾；整词词典与辅助拼音矛盾；不能仅靠两鹤一致覆盖另一组一致证据
42104	丹尼·阿彻	6	dan1 ni2 #a1/a5/e1 che4	danni*ache				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42114	丽塔·海华斯	6	li2/li4 da5/ta3 #hai3 hua1/hua2/hua4 si1	lita*haihuasi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42123	乌娜·弗拉科斯	6	wu1/wu4 na4/nuo2 #fu2 la1/la2/la3/la4 ke1 si1	wuna*fulakesi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42131	乔·克拉克	6	qiao2 #ke4 la1/la2/la3/la4 ke4	qiao*kelake				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42132	乔丹·威尔斯	6	qiao2 dan1 #wei1 er3 si1	qiaodan*weiersi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42135	乔治·奥斯本	6	qiao2 zhi4 #ao4 si1 ben3	qiaozhi*aosiben				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42136	乔治·彻	6	qiao2 zhi4 #che4	qiaozhi*che				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42137	乔纳斯·莫萨迪	6	qiao2 na4 si1 #mo4 sa4 di2	qiaonasi*mosadi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42138	乔纳森·里弗斯	6	qiao2 na4 sen1 #li3 fu2 si1	qiaonasen*lifusi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42173	亨利·珀西	6	heng1 li4 #po4 xi1	hengli*poxi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42201	伊昂·莱德	6	yi1 ang2 #lai2 de2	yiang*laide				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42204	伊芙·德瑞帕	6	yi1 fu2 #de2 rui4 pa4	yifu*deruipa				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42205	伊莎贝尔·毕格洛	6	yi1 sha1/suo1 bei4 er3 #bi4 ge1/ge2 luo4	yishabeier*bigeluo				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42207	伍德·海特	6	wu3 de2 #hai3 te4	wude*haite				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42216	会计学	6	kuai4 ji4 xue2	huijixue				待分配	证据不足或仍冲突；待分配	原始两拼音字段矛盾
42240	佛瑞德·汉普顿	6	fo2/fu2 rui4 de2 #han4 pu3 du2/dun4	foruide*hanpudun				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42265	保罗·斯坦恩	6	bao3 luo1/luo2/luo5 #si1 tan3 en1	baoluo*sitanen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42306	克莱尔·雷德菲尔	6	ke4 lai2 er3 #lei2 de2 fei1/fei3 er3	kelaier*leidefeier				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42308	克里斯·穆伦	6	ke4 li3 si1 #mu4 lun2	kelisi*mulun				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42325	兰尼·莫里斯	6	lan2 ni2 #mo4 li3 si1	lanni*molisi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42337	内芙·坎贝尔	6	nei4 fu2 #kan3 bei4 er3	neifu*kanbeier				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42363	凯伦·艾芙	6	kai3 lun2 #ai4/yi4 fu2	kailun*aifu				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42364	凯尔·克莱恩	6	kai3 er3 #ke4 lai2 en1	kaier*kelaien				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42365	凯尔·沃尔什	6	kai3 er3 #wo4 er3 shen2/shi2	kaier*woershi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42370	凯特·托马斯	6	kai3 te4 #tuo1 ma3 si1	kaite*tuomasi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42386	切·格瓦拉	6	qie1/qie4 #ge1/ge2 wa3/wa4 la1/la2/la3/la4	qie*gewala				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42421	劳伦·霍布斯	6	lao2 lun2 #huo4 bu4 si1	laolun*huobusi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42445	半生不熟	6	ban4 sheng1 bu2/bu4 shou2/shu2	banshengbushu	ban4 sheng1 bu4 shou2			ban sheng bu shou	整词词典与原始音节一致	整词词典与辅助拼音矛盾
42464	卡拉·珍	6	ka3/qia3 la1/la2/la3/la4 #zhen1	kala*zhen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42468	卡特·史莱德	6	ka3/qia3 te4 #shi3 lai2 de2	kate*shilaide				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42475	卡门·伊莱克特拉	6	ka3/qia3 men2 #yi1 lai2 ke4 te4 la1/la2/la3/la4	kamen*yilaiketela				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42532	合着	6	he2 zhu4	hezhu		he zhe	he zhe	he zhe	简单鹤与鲸凉鹤去飞键后一致	两鹤一致但原始拼音不同
42534	吉姆·埃里斯	6	ji2 mu3 #ai1 li3 si1	jimu*ailisi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42535	吉姆·康明斯	6	ji2 mu3 #kang1 ming2 si1	jimu*kangmingsi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42555	含情脉脉	6	han2 qing2 mo4 mo4	hanqingmaimai	han2 qing2 mo4 mo4			han qing mo mo	整词词典与原始音节一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
42582	哈维尔·高德龙	6	ha1/ha3/ha4 wei2 er3 #gao1 de2 long2	haweier*gaodelong				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42584	哈里·佛罗诺	6	ha1/ha3/ha4 li3 #fo2/fu2 luo1/luo2/luo5 nuo4	hali*foluonuo				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42602	喀尔巴阡山脉	6	ka1 er3 ba1 qian1 shan1 mai4/mo4	kaerba*shanmai				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42682	埃里克·怀斯	6	ai1 li3 ke4 #huai2 si1	ailike*huaisi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42683	埃里克·马修斯	6	ai1 li3 ke4 #ma3 xiu1 si1	ailike*maxiusi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42708	塞缪尔斯	6	sai1/sai4/se4 miao4/miu4/mou2 er3 si1	sai*ersi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42722	外交部长	6	wai4 jiao1 bu4 zhang3	waijiaobuchang	wai4 jiao1 bu4 zhang3			wai jiao bu zhang	整词词典与原始音节一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
42763	奇普·约翰逊	6	ji1/qi2 pu3 #yao1/yue1 han4 xun4	qipu*yuehanxun				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42781	奥克·米·菲	6	ao4 ke4 #mi3 #fei1/fei3	aoke*mi*fei				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42793	奥马尔·沙里夫	6	ao4 ma3 er3 #sha1/sha4 li3 fu1/fu2	aomaer*shalifu				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42794	奥黛丽·赫	6	ao4 dai4 li2/li4 #he4	aodaili*he				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42815	威尔·斯坦顿	6	wei1 er3 #si1 tan3 du2/dun4	weier*sitandun				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42816	威廉·莎士比亚	6	wei1 lian2 #sha1/suo1 shi4 bi3 ya4	weilian*shashibiya				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42840	安娜·米勒	6	an1 na4/nuo2 #mi3 le4/lei1	anna*mile				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42841	安娜·里弗斯	6	an1 na4/nuo2 #li3 fu2 si1	anna*lifusi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42915	尤瑟·潘达	6	you2 se4 #pan1 da2	youse*panda				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42916	尤里·奥洛夫	6	you2 li3 #ao4 luo4 fu1/fu2	youli*aoluofu				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42918	尼·肖	6	ni2 #xiao1/xiao4	ni*xiao				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42920	尼克·哈特曼	6	ni2 ke4 #ha1/ha3/ha4 te4 man4	nike*hateman				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42924	屋大维·凯撒	6	wu1 da4/dai4 wei2 #kai3 sa1/sa3	wudawei*kaisa				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42944	差役	6	cha1 yi4	chaiyi	chai1 yi4	chai yi	chai yi	chai yi	整词人工裁决	原始两拼音字段矛盾；整词词典与原始拼音矛盾
42955	巴里·博姆	6	ba1 li3 #bo2 mu3	bali*bomu				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42977	希拉里·克林顿	6	xi1 la1/la2/la3/la4 li3 #ke4 lin2 du2/dun4	xilali*kelindun				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
42987	帕特里克·肯奇	6	pa4 te4 li3 ke4 #ken3 ji1/qi2	patelike*kenqi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
43036	弗朗西斯·奥密特	6	fu2 lang3 xi1 si1 #ao4 mi4 te4	fulangxisi*aomite				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
43057	彼得·哈克	6	bi3 de2/de5/dei3 #ha1/ha3/ha4 ke4	bide*hake				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
43058	彼得·麦克马那斯	6	bi3 de2/de5/dei3 #mai4 ke4 ma3 na1/na3/na4/nei4 si1	bide*maikemanasi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
43059	征调	6	zheng1 diao4/tiao2	zhengdiao	zheng1 diao4	zheng diao | zheng tiao	zheng diao | zheng tiao	待分配	参考异读无法消歧；待分配	两份参考不能唯一确定
43148	托尼·本尼特	6	tuo1 ni2 #ben3 ni2 te4	tuoni*bennite				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
43187	拉里·德利	6	la1/la2/la3/la4 li3 #de2 li4	lali*deli				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
43196	拦网	6	lan2 qiu2	lanwang	lan2 wang3	lan wang	lan wang	lan wang	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与原始拼音矛盾；两鹤一致但原始拼音不同
43213	掉色	6	diao4 shai3	diaose		diao se | diao shai	diao se | diao shai	待分配	参考异读无法消歧；待分配	原始两拼音字段矛盾；两份参考不能唯一确定
43264	文斯·柯林斯	6	wen2 si1 #ke1 lin2 si1	wensi*kelinsi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
43284	斯碧尔·谢波德	6	si1 bi4 er3 #xie4 bo1 de2	sibier*xiebode				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
43352	曼荼罗	6	man4 tu2 luo1/luo2/luo5	mantuoluo				待分配	证据不足或仍冲突；待分配	原始两拼音字段矛盾
43362	朝三暮四	6	zhao1 san1 mu4 si4	chaosanmusi	zhao1 san1 mu4 si4			zhao san mu si	整词词典与原始音节一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
43363	朝东	6	chao2/zhao1 dong1	chaodong		chao dong | zhao dong	chao dong | zhao dong	待分配	参考异读无法消歧；待分配	两份参考不能唯一确定
43364	朝气蓬勃	6	chao2/zhao1 qi4 peng2 bo2	chaoqipengbo	zhao1 qi4 peng2 bo2			zhao qi peng bo	整词词典与原始音节一致	整词词典与辅助拼音矛盾
43366	本·托马斯	6	ben3 #tuo1 ma3 si1	ben*tuomasi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
43367	本·盖茨	6	ben3 #gai4/ge3 ci2	ben*gaici				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
43369	本诺特·诺特丹	6	ben3 nuo4 te4 #nuo4 te4 dan1	bennuote*nuotedan				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
43372	朱尼尔·巴特尔	6	zhu1 ni2 er3 #ba1 te4 er3	zhunier*bateer				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
43382	李·布朗查德	6	li3 #bu4 lang3 cha2/zha1 de2	li*bulangchade				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
43389	杜斯·比格洛	6	du4 si1 #bi3 ge1/ge2 luo4	dusi*bigeluo				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
43397	杰克·罗德戴尔	6	jie2 ke4 #luo1/luo2/luo5 de2 dai4 er3	jieke*luodedaier				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
43398	杰克·罗林斯	6	jie2 ke4 #luo1/luo2/luo5 lin2 si1	jieke*luolinsi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
43402	杰森·史蒂文斯	6	jie2 sen1 #shi3 di4 wen2 si1	jiesen*shidiwensi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
43403	杰米·盖茨	6	jie2 mi3 #gai4/ge3 ci2	jiemi*gaici				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
43419	查理·法默尔	6	cha2/zha1 li3 #fa3 mo4 er3	chali*famoer				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
43437	格特鲁德·帕金斯	6	ge1/ge2 te4 lu3 de2 #pa4 jin1 si1	getelude*pajinsi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
43451	桑德拉·帕默尔	6	sang1 de2 la1/la2/la3/la4 #pa4 mo4 er3	sangdela*pamoer				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
43480	欧比·旺·科诺比	6	ou1 bi3 #wang4 #ke1 nuo4 bi3	oubi*wang*kenuobi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
43487	歪打正着	6	wai1 da2/da3 zheng1/zheng4 zhao1/zhao2/zhe5/zhuo2	waidazhengzhuo	wai1 da3 zheng4 zhao2			wai da zheng zhao	整词词典与原始音节一致	整词词典与辅助拼音矛盾
43497	比利·马丁	6	bi3 li4 #ma3 ding1/zheng1	bili*mading				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
43523	汉纳·乌戈尔	6	han4 na4 #wu1/wu4 ge1 er3	hanna*wugeer				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
43527	汤姆·莱利	6	shang1/tang1 mu3 #lai2 li4	tangmu*laili				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
43529	汤玛斯·盖布尔	6	shang1/tang1 ma3 si1 #gai4/ge3 bu4 er3	tangmasi*gaibuer				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
43530	沃伦·威廉姆斯	6	wo4 lun2 #wei1 lian2 mu3 si1	wolun*weilianmusi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
43576	泰德·斯	6	tai4 de2 #si1	taide*si				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
43577	泰格·伍兹	6	tai4 ge1/ge2 #wu3 ci2/zi1	taige*wuzi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
